"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","795","Launch Google with new browser instance","chromium","Sun Jan 05 13:59:01 UTC 2025","passed","Sun Jan 05 13:59:02 UTC 2025","","githubIntegration.spec.js","",""
