"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2841","Read Test Data from json file","chromium","Wed Jan 08 15:15:33 UTC 2025","passed","Wed Jan 08 15:15:36 UTC 2025","","githubIntegration.spec.js","",""
"","991","Launch Google with new browser instance","chromium","Wed Jan 08 15:15:31 UTC 2025","passed","Wed Jan 08 15:15:32 UTC 2025","","githubIntegration.spec.js","",""
